event_id,event_type,event_timestamp,event_category,event_description,severity,event_time,category,mitre_technique,host,event_severity,affected_hosts,event_details,action,detect_description,detect_id,technique,src_ip,src_port,protocol,user_name,process_name,technique_name,affected_host,affected_process,affected_file_path,command_line,parent_process,parent_process_command_line,detection_method,recommended_actions,event_version,event_data,event_name,endpoint,data,rule_name,recommendation,event_subtype,container_name,image_name,image_digest,registry,command,source_ip,destination_ip,process_path,username,detection,actor,host_info,event_url,event_hash,detected_by,details,device,source,target,attack_name,tactic,ip_address,process_id,metadata,alert_type,timestamp,detection_info,sensor_id,hostname,ip,user,domain,process_command_line,process_pid,parent_process_name,parent_process_pid,c2,files,detection_source,web_server_url,web_server_method,type,process,network,event,trigger,remediation,artifact_hiding,process_injection,security_control_disablement,file_deletion,name,affected_entities,dst_ip,kill_chain_phases,file,process_execution,registry_modification,cloud_infrastructure_modification,subtype,detection_details,customer_id,event_info,product,mitre,attack_details,description,destination_port,parent_process_id,email_sender,email_recipient,email_subject,email_urls,email_attachments,Severity,event_Timestamp,Affected_Hostname,Affected_File_Path,Alert_Source,Recommendation,Title,Tactic,Technique,Affected_Image_Path,Injected_Process_Name,Parent_Process_Name,Injection_Technique,indicators,actions,additional_info,file_info,network_info,Timestamp,Description,Loader_Process_Name,Loader_Technique,event_Source,tactics,recommendations,ip_addresses,mac_addresses,operating_system,agent_version,group_name,destination,threat_severity,threat_category,threat_name,ioc,tags,detect_name,rule_description,triggered_rule,alert_rule_name,alert_rule_id,alert_state,alert_time,src,process_tree,remediation_steps,event_categorty,kill_chain,image_loaded,target_image_loaded,target_image_name,target_command_line,EventID,Category,AffectedHostInfo,DetectionDetails,endpoint_id,web_service_name,web_service_path,ioc_type,ioc_value,process_details,host_details,DetectionId,Details,event_action,event_source,status,application,threat,source_port,file_write,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFilePath,AffectedFileSize,technique_id,event_creator,subtechnique_id,subtechnique,remote_server,mitre_attack_id,cloud_account,org_id,event_event_name,data_source,device_name,file_name,file_size,src_path,dst_path,host_name,file_path,md5_hash,sha256_hash,alert_data,detection_id,detection_time,detection_score,threat_score,device_id,device_external_ip,device_os,device_os_version,policy_name,policy_id,subcategory,file_permission_modification,Domain_Controller_IP,Domain_Controller_Name,combined_data
7294060-3,threat detection,2023-03-10T14:00:00Z,artifact_hiding,"An attempt to hide artifacts such as files, processes or registry keys from detection or analysis.",high,,,,{'hostname': 'server01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Attempt to hide malware file'},,,,,,,,,,,,,,,,,,,,,{'username': 'admin'},,,,,,,,,,,,"{'process_name': 'explorer.exe', 'process_id': '5678'}",,,,,"{'artifact_type': 'File', 'artifact_path': 'C:\\Windows\\system32\\cmd.exe', 'artifact_name': 'malware.exe'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 7294060-3. event_type is threat detection. event_timestamp is 2023-03-10T14:00:00Z. event_category is artifact_hiding. event_description is An attempt to hide artifacts such as files, processes or registry keys from detection or analysis.. severity is high. host hostname is server01. detection reason is Attempt to hide malware file. user username is admin. process process_name is explorer.exe. process process_id is 5678. artifact_hiding artifact_type is File. artifact_hiding artifact_path is C:\Windows\system32\cmd.exe. artifact_hiding artifact_name is malware.exe. "
93858y60,detect,2023-03-10T15:00:00Z,process_injection,An attempt to hijack the execution flow of a legitimate process.,high,,,,{'hostname': 'server01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized process injection'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,"{'process_name': 'svchost.exe', 'injected_process_name': 'malware.exe', 'injection_technique': 'Reflective DLL Injection'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 93858y60. event_type is detect. event_timestamp is 2023-03-10T15:00:00Z. event_category is process_injection. event_description is An attempt to hijack the execution flow of a legitimate process.. severity is high. host hostname is server01. detection reason is Unauthorized process injection. user username is user01. process_injection process_name is svchost.exe. process_injection injected_process_name is malware.exe. process_injection injection_technique is Reflective DLL Injection. 
03040540f,detect,2023-03-10T16:00:00Z,security_control_disablement,An attempt to disable or bypass security controls to avoid detection.,high,,,,{'hostname': 'laptop01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized security control disablement'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,,{'control_name': 'CrowdStrike Falcon'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 03040540f. event_type is detect. event_timestamp is 2023-03-10T16:00:00Z. event_category is security_control_disablement. event_description is An attempt to disable or bypass security controls to avoid detection.. severity is high. host hostname is laptop01. detection reason is Unauthorized security control disablement. user username is user01. security_control_disablement control_name is CrowdStrike Falcon. 
EDR-54321,Implanted Container Image,,implant internal image,Implanted internal container image detected on host SERVER-789,,2022-10-31T09:23:45Z,,,,High,"[{'host_name': 'SERVER-789', 'ip_address': '192.168.1.201'}]","{'image_name': 'implanted-container-image-1', 'source_ip': '192.168.1.202', 'destination_ip': '192.168.1.201', 'process_name': 'explorer.exe', 'user': 'admin', 'container_id': '1234567890abcdef'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-54321. event_type is Implanted Container Image. event_category is implant internal image. event_description is Implanted internal container image detected on host SERVER-789. event_time is 2022-10-31T09:23:45Z. event_severity is High. affected_hosts host_name is SERVER-789. affected_hosts ip_address is 192.168.1.201. event_details image_name is implanted-container-image-1. event_details source_ip is 192.168.1.202. event_details destination_ip is 192.168.1.201. event_details process_name is explorer.exe. event_details user is admin. event_details container_id is 1234567890abcdef. 
30406gfd,detect,2023-03-10T17:00:00Z,file_deletion,An attempt to remove indicators of compromise to avoid detection.,high,,,,{'hostname': 'desktop01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized file deletion'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,,,{'file_path': 'C:\\ProgramData\\malware.exe'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 30406gfd. event_type is detect. event_timestamp is 2023-03-10T17:00:00Z. event_category is file_deletion. event_description is An attempt to remove indicators of compromise to avoid detection.. severity is high. host hostname is desktop01. detection reason is Unauthorized file deletion. user username is user01. file_deletion file_path is C:\ProgramData\malware.exe. 
EDR-123456,detect,,process-monitoring,Detected suspicious inter-process communication between two different processes.,high,2022-04-05T13:45:00Z,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspicious Inter-Process Communication,"[{'entity_type': 'process', 'process_name': 'Process A', 'process_path': 'C:\\Program Files\\ProcessA\\ProcessA.exe', 'process_hash': 'ABCD1234', 'process_command_line': 'ProcessA.exe /arg1', 'process_pid': 1234}, {'entity_type': 'process', 'process_name': 'Process B', 'process_path': 'C:\\Windows\\System32\\cmd.exe', 'process_hash': 'EFGH5678', 'process_command_line': 'cmd.exe /c netstat', 'process_pid': 5678}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-123456. event_type is detect. event_category is process-monitoring. event_description is Detected suspicious inter-process communication between two different processes.. severity is high. event_time is 2022-04-05T13:45:00Z. name is Suspicious Inter-Process Communication. affected_entities entity_type is process. affected_entities process_name is Process A. affected_entities process_path is C:\Program Files\ProcessA\ProcessA.exe. affected_entities process_hash is ABCD1234. affected_entities process_command_line is ProcessA.exe /arg1. affected_entities process_pid is 1234. affected_entities entity_type is process. affected_entities process_name is Process B. affected_entities process_path is C:\Windows\System32\cmd.exe. affected_entities process_hash is EFGH5678. affected_entities process_command_line is cmd.exe /c netstat. affected_entities process_pid is 5678. 
098765,threat detection,,Command and Scripting Interpreter,"The system command interpreter (cmd.exe) was launched by a non-standard parent process. This could indicate the use of a custom command interpreter, which could be an indicator of malicious activity.",high,2022-03-03T13:42:17Z,,,{'name': 'DESKTOP-ABC123'},,,,,,,,,,,,,Command and Scripting Interpreter,,,,,"{'name': 'MyCustomProcess.exe', 'path': 'C:\\Program Files\\MyApp\\MyCustomProcess.exe', 'command_line': 'MyCustomProcess.exe /run'}",,,,1.0,,Command Interpreter Launched by Unusual Parent Process,,,,,,,,,,,,,,,,,,,,,,,EDR,,,,,,,,,,,,,JohnDoe,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,[{'phase_name': 'Command and Scripting Interpreter'}],"{'name': 'cmd.exe', 'path': 'C:\\Windows\\System32\\cmd.exe', 'command_line': ""cmd.exe /c echo 'Hello World'""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 098765. event_type is threat detection. event_category is Command and Scripting Interpreter. event_description is The system command interpreter (cmd.exe) was launched by a non-standard parent process. This could indicate the use of a custom command interpreter, which could be an indicator of malicious activity.. severity is high. event_time is 2022-03-03T13:42:17Z. host name is DESKTOP-ABC123. technique_name is Command and Scripting Interpreter. parent_process name is MyCustomProcess.exe. parent_process path is C:\Program Files\MyApp\MyCustomProcess.exe. parent_process command_line is MyCustomProcess.exe /run. event_name is Command Interpreter Launched by Unusual Parent Process. source is EDR. user is JohnDoe. dst_ip is 192.168.1.100. kill_chain_phases phase_name is Command and Scripting Interpreter. file name is cmd.exe. file path is C:\Windows\System32\cmd.exe. file command_line is cmd.exe /c echo 'Hello World'. "
EDR-24680,Leveraged Native OS Function Calls,,leveraged OS functions,Leveraged native OS function calls detected on host SERVER-789,,2022-10-15T08:12:34Z,,,,Medium,"[{'host_name': 'SERVER-789', 'ip_address': '192.168.1.150'}]","{'username': 'jdoe', 'domain': 'MYDOMAIN', 'process_name': 'powershell.exe', 'process_command_line': 'powershell.exe -c ""Get-Process | Select-Object Name,ProcessId""', 'source_ip': '192.168.1.151', 'destination_ip': '192.168.1.150', 'function_calls': ['OpenProcess', 'CreateRemoteThread', 'VirtualAllocEx', 'WriteProcessMemory', 'CreateProcessA', 'CreateProcessW', 'CreateToolhelp32Snapshot', 'GetModuleHandleA', 'GetProcAddress', 'LoadLibraryA', 'LoadLibraryW', 'ShellExecuteA', 'ShellExecuteW']}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is EDR-24680. event_type is Leveraged Native OS Function Calls. event_category is leveraged OS functions. event_description is Leveraged native OS function calls detected on host SERVER-789. event_time is 2022-10-15T08:12:34Z. event_severity is Medium. affected_hosts host_name is SERVER-789. affected_hosts ip_address is 192.168.1.150. event_details username is jdoe. event_details domain is MYDOMAIN. event_details process_name is powershell.exe. event_details process_command_line is powershell.exe -c ""Get-Process | Select-Object Name,ProcessId"". event_details source_ip is 192.168.1.151. event_details destination_ip is 192.168.1.150. event_details function_calls is OpenProcess. event_details function_calls is CreateRemoteThread. event_details function_calls is VirtualAllocEx. event_details function_calls is WriteProcessMemory. event_details function_calls is CreateProcessA. event_details function_calls is CreateProcessW. event_details function_calls is CreateToolhelp32Snapshot. event_details function_calls is GetModuleHandleA. event_details function_calls is GetProcAddress. event_details function_calls is LoadLibraryA. event_details function_calls is LoadLibraryW. event_details function_calls is ShellExecuteA. event_details function_calls is ShellExecuteW. "
02020r444,Masquerade,2023-03-10T19:00:00Z,Masquerading,An attempt to disguise malware as a legitimate application to avoid detection.,high,,,,{'hostname': 'server01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Process attempted to execute an unauthorized file'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,,,,,,,,,"{'process_name': 'explorer.exe', 'command_line': 'explorer.exe /c C:\\Windows\\system32\\notepad.exe'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 02020r444. event_type is Masquerade. event_timestamp is 2023-03-10T19:00:00Z. event_category is Masquerading. event_description is An attempt to disguise malware as a legitimate application to avoid detection.. severity is high. host hostname is server01. detection reason is Process attempted to execute an unauthorized file. user username is user01. process_execution process_name is explorer.exe. process_execution command_line is explorer.exe /c C:\Windows\system32\notepad.exe. 
03040f0v,modification,2023-03-10T18:00:00Z,registry_modification,An attempt to modify the authentication process to bypass security controls.,critical,,,,{'hostname': 'server01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized modification of registry key'},,,,,,,,,,,,,,,,,,,,,{'username': 'admin01'},,,,,,,,,,,,,,,,,,,,,,,,,,,"{'registry_key': 'HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon', 'registry_value_name': 'Userinit', 'new_value': '', 'old_value': 'C:\\Windows\\system32\\userinit.exe,'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 03040f0v. event_type is modification. event_timestamp is 2023-03-10T18:00:00Z. event_category is registry_modification. event_description is An attempt to modify the authentication process to bypass security controls.. severity is critical. host hostname is server01. detection reason is Unauthorized modification of registry key. user username is admin01. registry_modification registry_key is HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon. registry_modification registry_value_name is Userinit. registry_modification new_value is . registry_modification old_value is C:\Windows\system32\userinit.exe,. "
0320r0f,detect,2023-03-10T19:00:00Z,cloud_infrastructure_modification,An attempt to modify cloud compute infrastructure to evade security controls.,critical,,,,{'hostname': 'server01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized modification of cloud compute instance attribute'},,,,,,,,,,,,,,,,,,,,,{'username': 'admin01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'cloud_provider': 'AWS', 'api_operation': 'ModifyInstanceAttribute', 'resource_type': 'EC2 Instance', 'resource_id': 'i-0123456789abcdef', 'modification_details': {'InstanceType': {'old_value': 't2.micro', 'new_value': 't3.micro'}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 0320r0f. event_type is detect. event_timestamp is 2023-03-10T19:00:00Z. event_category is cloud_infrastructure_modification. event_description is An attempt to modify cloud compute infrastructure to evade security controls.. severity is critical. host hostname is server01. detection reason is Unauthorized modification of cloud compute instance attribute. user username is admin01. cloud_infrastructure_modification cloud_provider is AWS. cloud_infrastructure_modification api_operation is ModifyInstanceAttribute. cloud_infrastructure_modification resource_type is EC2 Instance. cloud_infrastructure_modification resource_id is i-0123456789abcdef. cloud_infrastructure_modification modification_details InstanceType is {'old_value': 't2.micro', 'new_value': 't3.micro'}. "
dmkslkdk2,threat detection,2022-03-04T10:31:45Z,System Call,Suspicious Use of Native API Detected,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analyze the system for any suspicious activities or processes and block the process that was making the suspicious call.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detect,"CrowdStrike Falcon detected a process using a Native API function to interact with the operating system. The API function is commonly used by malware to execute commands or perform actions on the system, and can be an indicator of malicious activity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is dmkslkdk2. event_type is threat detection. event_timestamp is 2022-03-04T10:31:45Z. event_category is System Call. event_description is Suspicious Use of Native API Detected. severity is high. recommendation is Analyze the system for any suspicious activities or processes and block the process that was making the suspicious call.. subtype is detect. detection_details is CrowdStrike Falcon detected a process using a Native API function to interact with the operating system. The API function is commonly used by malware to execute commands or perform actions on the system, and can be an indicator of malicious activity.. "
33345,nbb_detection,2022-08-10T12:34:56Z,Network boundary bridging,Adversaries may bridge network boundaries by compromising perimeter network devices or internal devices responsible for network segmentation. Breaching these devices may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks.,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345678-1234-5678-1234-567812345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCDEF1234567890,"{'computer_name': 'Example-PC', 'process_name': 'explorer.exe', 'process_id': '1234', 'command_line': 'C:\\Windows\\Explorer.exe', 'local_address': '192.168.1.2', 'remote_address': '10.0.0.2', 'remote_port': '80', 'protocol': 'TCP', 'nbb_rule': {'action': 'block', 'direction': 'outbound', 'local_networks': ['192.168.1.0/24'], 'remote_networks': ['10.0.0.0/24'], 'protocols': ['tcp'], 'ports': [80], 'applications': ['explorer.exe']}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 33345. event_type is nbb_detection. event_timestamp is 2022-08-10T12:34:56Z. event_category is Network boundary bridging. event_description is Adversaries may bridge network boundaries by compromising perimeter network devices or internal devices responsible for network segmentation. Breaching these devices may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks.. severity is HIGH. sensor_id is 12345678-1234-5678-1234-567812345678. customer_id is ABCDEF1234567890. event_info computer_name is Example-PC. event_info process_name is explorer.exe. event_info process_id is 1234. event_info command_line is C:\Windows\Explorer.exe. event_info local_address is 192.168.1.2. event_info remote_address is 10.0.0.2. event_info remote_port is 80. event_info protocol is TCP. event_info nbb_rule action is block. event_info nbb_rule direction is outbound. event_info nbb_rule local_networks is ['192.168.1.0/24']. event_info nbb_rule remote_networks is ['10.0.0.0/24']. event_info nbb_rule protocols is ['tcp']. event_info nbb_rule ports is [80]. event_info nbb_rule applications is ['explorer.exe']. 
1234567890,,2022-03-09T10:42:11.000Z,Denial of Service,Crowdstrike Falcon has detected a network denial of service (DoS) attack on the endpoint.,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'hostname': 'COMPANY-PC01', 'ip_address': '192.168.1.101', 'os': 'Windows 10 Pro', 'domain': 'company.local'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crowdstrike Falcon,"{'technique_id': 'T1498', 'technique_name': 'Network Denial of Service', 'subtechnique_id': '', 'subtechnique_name': ''}","{'source_ip': '10.0.0.2', 'destination_ip': '192.168.1.101', 'attack_type': 'UDP Flood', 'attack_duration': '120 seconds', 'affected_services': 'HTTP, DNS, FTP'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 1234567890. event_timestamp is 2022-03-09T10:42:11.000Z. event_category is Denial of Service. event_description is Crowdstrike Falcon has detected a network denial of service (DoS) attack on the endpoint.. severity is high. endpoint hostname is COMPANY-PC01. endpoint ip_address is 192.168.1.101. endpoint os is Windows 10 Pro. endpoint domain is company.local. product is Crowdstrike Falcon. mitre technique_id is T1498. mitre technique_name is Network Denial of Service. mitre subtechnique_id is . mitre subtechnique_name is . attack_details source_ip is 10.0.0.2. attack_details destination_ip is 192.168.1.101. attack_details attack_type is UDP Flood. attack_details attack_duration is 120 seconds. attack_details affected_services is HTTP, DNS, FTP. "
3344567,alert,2023-03-09T12:00:00.000000Z,non standard port,,,,,,,high,,,,,,Non-Standard Port,,,TCP,,curl.exe,,,,,,,C:\Windows\System32\cmd.exe,,,,,,,,,,,,,,,,192.168.1.100,10.0.0.2,,,,,,,,,,,,,,Command and Control,,1234.0,,,,,,,,DOMAIN\user,,C:\Program Files\curl\curl.exe https://example.com:12345,,cmd.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-Standard Port,12345.0,5678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 3344567. event_type is alert. event_timestamp is 2023-03-09T12:00:00.000000Z. event_category is non standard port. event_severity is high. technique is Non-Standard Port. protocol is TCP. process_name is curl.exe. parent_process_command_line is C:\Windows\System32\cmd.exe. source_ip is 192.168.1.100. destination_ip is 10.0.0.2. tactic is Command and Control. user is DOMAIN\user. process_command_line is C:\Program Files\curl\curl.exe https://example.com:12345. parent_process_name is cmd.exe. description is Non-Standard Port. 
T1566,,2023-03-04T13:45:30Z,Phishing,An email phishing attempt has been detected.,,,,,"{'hostname': 'endpoint-01', 'ip_address': '192.168.1.10', 'os': 'Windows 10', 'process_name': 'outlook.exe', 'process_commandline': '""C:\\Program Files\\Microsoft Office\\Office16\\OUTLOOK.EXE""', 'process_id': '1234'}",High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'username': 'johndoe', 'display_name': 'John Doe', 'email_address': 'johndoe@example.com', 'user_agent': 'Microsoft Outlook', 'ip_address': '192.168.1.20'}",,,,,,,,,,,threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,spoofed@example.com,johndoe@example.com,Important: Action Required,"['http://malicious.com', 'http://phishing.com']",['invoice.pdf'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is T1566. event_timestamp is 2023-03-04T13:45:30Z. event_category is Phishing. event_description is An email phishing attempt has been detected.. host hostname is endpoint-01. host ip_address is 192.168.1.10. host os is Windows 10. host process_name is outlook.exe. host process_commandline is ""C:\Program Files\Microsoft Office\Office16\OUTLOOK.EXE"". host process_id is 1234. event_severity is High. user username is johndoe. user display_name is John Doe. user email_address is johndoe@example.com. user user_agent is Microsoft Outlook. user ip_address is 192.168.1.20. type is threat. email_sender is spoofed@example.com. email_recipient is johndoe@example.com. email_subject is Important: Action Required. email_urls are http://malicious.com; http://phishing.com; email_attachments are invoice.pdf; "
T1566,,,Plist File Modification,A suspicious modification has been detected in a plist file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,2023-03-10T11:15:00Z,hostname123,/Library/LaunchDaemons/com.apple.plist,CrowdStrike Falcon,Investigate the nature and purpose of the plist modification and remediate accordingly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is T1566. event_category is Plist File Modification. event_description is A suspicious modification has been detected in a plist file.. Severity is High. event_Timestamp is 2023-03-10T11:15:00Z. Affected_Hostname is hostname123. Affected_File_Path is /Library/LaunchDaemons/com.apple.plist. Alert_Source is CrowdStrike Falcon. Recommendation is Investigate the nature and purpose of the plist modification and remediate accordingly.. 
T1566,,2023-03-10T12:00:00Z,suspicious pre-OS boot imagex,A suspicious pre-OS boot image has been detected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-04T13:45:30Z,,,,,,,,,,,,,,,,threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Critical,,hostname123,,CrowdStrike Falcon,Isolate the affected host and perform a forensic analysis of the pre-OS boot image to determine the nature and purpose of the modification.,Pre-OS Boot,Persistence,Pre-OS Boot,C:\Windows\System32\bootmgr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is T1566. event_timestamp is 2023-03-10T12:00:00Z. event_category is suspicious pre-OS boot imagex. event_description is A suspicious pre-OS boot image has been detected.. timestamp is 2023-03-04T13:45:30Z. type is threat. Severity is Critical. Affected_Hostname is hostname123. Alert_Source is CrowdStrike Falcon. Recommendation is Isolate the affected host and perform a forensic analysis of the pre-OS boot image to determine the nature and purpose of the modification.. Title is Pre-OS Boot. Tactic is Persistence. Technique is Pre-OS Boot. Affected_Image_Path is C:\Windows\System32\bootmgr. 
